Column A,Column B
"<div>At what time of year is sporadic-E propagation most likely to occur?</div><div>BR</div> <div>A. Around the solstices, especially the summer solstice</div><div>BR</div> <div>B. Around the solstices, especially the winter solstice</div><div>BR</div> <div>C. Around the equinoxes, especially the spring equinox</div><div>BR</div> <div>D. Around the equinoxes, especially the fall equinox</div><div>BR</div>","<div>At what time of year is sporadic-E propagation most likely to occur?</div><div>BR</div> <div><font color=""#000000"">A. Around the solstices, especially the summer solstice</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Around the solstices, especially the winter solstice</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Around the equinoxes, especially the spring equinox</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Around the equinoxes, especially the fall equinox</font></div><div>BR</div>"
"<div>What is the effect of chordal-hop propagation?</div><div>BR</div> <div>A. The signal experiences less loss compared to multi-hop propagation, which uses Earth as a reflector</div><div>BR</div> <div>B. The MUF for chordal-hop propagation is much lower than for normal skip propagation</div><div>BR</div> <div>C. Atmospheric noise is reduced in the direction of chordal-hop propagation</div><div>BR</div> <div>D. Signals travel faster along ionospheric chords</div><div>BR</div>","<div>What is the effect of chordal-hop propagation?</div><div>BR</div> <div><font color=""#000000"">A. The signal experiences less loss compared to multi-hop propagation, which uses Earth as a reflector</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. The MUF for chordal-hop propagation is much lower than for normal skip propagation</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Atmospheric noise is reduced in the direction of chordal-hop propagation</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Signals travel faster along ionospheric chords</font></div><div>BR</div>"
<div>At what time of day is sporadic-E propagation most likely to occur?</div><div>BR</div> <div>A. Between midnight and sunrise</div><div>BR</div> <div>B. Between sunset and midnight</div><div>BR</div> <div>C. Between sunset and sunrise</div><div>BR</div> <div>D. Between sunrise and sunset</div><div>BR</div>,"<div>At what time of day is sporadic-E propagation most likely to occur?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Between midnight and sunrise</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Between sunset and midnight</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Between sunset and sunrise</font></div><div>BR</div> <div><font color=""#000000"">D. Between sunrise and sunset</font></div><div>BR</div>"
<div>What is chordal-hop propagation?</div><div>BR</div> <div>A. Propagation away from the great circle bearing between stations</div><div>BR</div> <div>B. Successive ionospheric refractions without an intermediate reflection from the ground</div><div>BR</div> <div>C. Propagation across the geomagnetic equator</div><div>BR</div> <div>D. Signals reflected back toward the transmitting station</div><div>BR</div>,"<div>What is chordal-hop propagation?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Propagation away from the great circle bearing between stations</font></div><div>BR</div> <div><font color=""#000000"">B. Successive ionospheric refractions without an intermediate reflection from the ground</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Propagation across the geomagnetic equator</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Signals reflected back toward the transmitting station</font></div><div>BR</div>"
<div>What type of polarization is supported by ground-wave propagation?</div><div>BR</div> <div>A. Vertical</div><div>BR</div> <div>B. Horizontal</div><div>BR</div> <div>C. Circular</div><div>BR</div> <div>D. Elliptical</div><div>BR</div>,"<div>What type of polarization is supported by ground-wave propagation?</div><div>BR</div> <div><font color=""#000000"">A. Vertical</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Horizontal</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Circular</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Elliptical</font></div><div>BR</div>"
<div>What is the cause of short-term radio blackouts?</div><div>BR</div> <div>A. Coronal mass ejections</div><div>BR</div> <div>B. Sunspots on the solar equator</div><div>BR</div> <div>C. North-oriented interplanetary magnetic field</div><div>BR</div> <div>D. Solar flares</div><div>BR</div>,"<div>What is the cause of short-term radio blackouts?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Coronal mass ejections</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Sunspots on the solar equator</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. North-oriented interplanetary magnetic field</font></div><div>BR</div> <div><font color=""#000000"">D. Solar flares</font></div><div>BR</div>"
<div>What is indicated by a rising A-index or K-index?</div><div>BR</div> <div>A. Increasing disturbance of the geomagnetic field</div><div>BR</div> <div>B. Decreasing disturbance of the geomagnetic field</div><div>BR</div> <div>C. Higher levels of solar UV radiation</div><div>BR</div> <div>D. An increase in the critical frequency</div><div>BR</div>,"<div>What is indicated by a rising A-index or K-index?</div><div>BR</div> <div><font color=""#000000"">A. Increasing disturbance of the geomagnetic field</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Decreasing disturbance of the geomagnetic field</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Higher levels of solar UV radiation</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. An increase in the critical frequency</font></div><div>BR</div>"
<div>Which of the following signal paths is most likely to experience high levels of absorption when the A-index or K-index is elevated?</div><div>BR</div> <div>A. Transequatorial</div><div>BR</div> <div>B. Through the auroral oval</div><div>BR</div> <div>C. Sporadic-E</div><div>BR</div> <div>D. NVIS</div><div>BR</div>,"<div>Which of the following signal paths is most likely to experience high levels of absorption when the A-index or K-index is elevated?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Transequatorial</font></div><div>BR</div> <div><font color=""#000000"">B. Through the auroral oval</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Sporadic-E</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. NVIS</font></div><div>BR</div>"
<div>What does the value of Bz (B sub z) represent?</div><div>BR</div> <div>A. Geomagnetic field stability</div><div>BR</div> <div>B. Critical frequency for vertical transmissions</div><div>BR</div> <div>C. North-south strength of the interplanetary magnetic field</div><div>BR</div> <div>D. Duration of long-delayed echoes</div><div>BR</div>,"<div>What does the value of Bz (B sub z) represent?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Geomagnetic field stability</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Critical frequency for vertical transmissions</font></div><div>BR</div> <div><font color=""#000000"">C. North-south strength of the interplanetary magnetic field</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Duration of long-delayed echoes</font></div><div>BR</div>"
<div>What orientation of Bz (B sub z) increases the likelihood that charged particles from the Sun will cause disturbed conditions?</div><div>BR</div> <div>A. Southward</div><div>BR</div> <div>B. Northward</div><div>BR</div> <div>C. Eastward</div><div>BR</div> <div>D. Westward</div><div>BR</div>,"<div>What orientation of Bz (B sub z) increases the likelihood that charged particles from the Sun will cause disturbed conditions?</div><div>BR</div> <div><font color=""#000000"">A. Southward</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Northward</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Eastward</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Westward</font></div><div>BR</div>"
<div>How does the VHF/UHF radio horizon compare to the geographic horizon?</div><div>BR</div> <div>A. It is approximately 15 percent farther</div><div>BR</div> <div>B. It is approximately 20 percent nearer</div><div>BR</div> <div>C. It is approximately 50 percent farther</div><div>BR</div> <div>D. They are approximately the same</div><div>BR</div>,"<div>How does the VHF/UHF radio horizon compare to the geographic horizon?</div><div>BR</div> <div><font color=""#000000"">A. It is approximately 15 percent farther</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It is approximately 20 percent nearer</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It is approximately 50 percent farther</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. They are approximately the same</font></div><div>BR</div>"
<div>Which of the following indicates the greatest solar flare intensity?</div><div>BR</div> <div>A. Class A</div><div>BR</div> <div>B. Class Z</div><div>BR</div> <div>C. Class M</div><div>BR</div> <div>D. Class X</div><div>BR</div>,"<div>Which of the following indicates the greatest solar flare intensity?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Class A</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Class Z</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Class M</font></div><div>BR</div> <div><font color=""#000000"">D. Class X</font></div><div>BR</div>"
<div>Which of the following is the space-weather term for an extreme geomagnetic storm?</div><div>BR</div> <div>A. B9</div><div>BR</div> <div>B. X5</div><div>BR</div> <div>C. M9</div><div>BR</div> <div>D. G5</div><div>BR</div>,"<div>Which of the following is the space-weather term for an extreme geomagnetic storm?</div><div>BR</div> <div><font color=""#d5dbdb"">A. B9</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. X5</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. M9</font></div><div>BR</div> <div><font color=""#000000"">D. G5</font></div><div>BR</div>"
<div>What type of data is reported by amateur radio propagation reporting networks?</div><div>BR</div> <div>A. Solar flux</div><div>BR</div> <div>B. Electric field intensity</div><div>BR</div> <div>C. Magnetic declination</div><div>BR</div> <div>D. Digital-mode and CW signals</div><div>BR</div>,"<div>What type of data is reported by amateur radio propagation reporting networks?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Solar flux</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Electric field intensity</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Magnetic declination</font></div><div>BR</div> <div><font color=""#000000"">D. Digital-mode and CW signals</font></div><div>BR</div>"
"<div>What does the 304A solar parameter measure?</div><div>BR</div> <div>A. The ratio of X-ray flux to radio flux, correlated to sunspot number</div><div>BR</div> <div>B. UV emissions at 304 angstroms, correlated to the solar flux index</div><div>BR</div> <div>C. The solar wind velocity at an angle of 304 degrees from the solar equator, correlated to geomagnetic storms</div><div>BR</div> <div>D. The solar emission at 304 GHz, correlated to X-ray flare levels</div><div>BR</div>","<div>What does the 304A solar parameter measure?</div><div>BR</div> <div><font color=""#d5dbdb"">A. The ratio of X-ray flux to radio flux, correlated to sunspot number</font></div><div>BR</div> <div><font color=""#000000"">B. UV emissions at 304 angstroms, correlated to the solar flux index</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The solar wind velocity at an angle of 304 degrees from the solar equator, correlated to geomagnetic storms</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. The solar emission at 304 GHz, correlated to X-ray flare levels</font></div><div>BR</div>"
<div>What does VOACAP software model?</div><div>BR</div> <div>A. AC voltage and impedance</div><div>BR</div> <div>B. VHF radio propagation</div><div>BR</div> <div>C. HF propagation</div><div>BR</div> <div>D. AC current and impedance</div><div>BR</div>,"<div>What does VOACAP software model?</div><div>BR</div> <div><font color=""#d5dbdb"">A. AC voltage and impedance</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. VHF radio propagation</font></div><div>BR</div> <div><font color=""#000000"">C. HF propagation</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. AC current and impedance</font></div><div>BR</div>"
<div>Which of the following is indicated by a sudden rise in radio background noise across a large portion of the HF spectrum?</div><div>BR</div> <div>A. A temperature inversion has occurred</div><div>BR</div> <div>B. A coronal mass ejection impact or a solar flare has occurred</div><div>BR</div> <div>C. Transequatorial propagation on 6 meters is likely</div><div>BR</div> <div>D. Long-path propagation on the higher HF bands is likely</div><div>BR</div>,"<div>Which of the following is indicated by a sudden rise in radio background noise across a large portion of the HF spectrum?</div><div>BR</div> <div><font color=""#d5dbdb"">A. A temperature inversion has occurred</font></div><div>BR</div> <div><font color=""#000000"">B. A coronal mass ejection impact or a solar flare has occurred</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Transequatorial propagation on 6 meters is likely</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Long-path propagation on the higher HF bands is likely</font></div><div>BR</div>"
<div>Which of the following limits the highest frequency signal that can be accurately displayed on a digital oscilloscope?</div><div>BR</div> <div>A. Sampling rate of the analog-to-digital converter</div><div>BR</div> <div>B. Analog-to-digital converter reference frequency</div><div>BR</div> <div>C. Q of the circuit</div><div>BR</div> <div>D. All these choices are correct</div><div>BR</div>,"<div>Which of the following limits the highest frequency signal that can be accurately displayed on a digital oscilloscope?</div><div>BR</div> <div><font color=""#000000"">A. Sampling rate of the analog-to-digital converter</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Analog-to-digital converter reference frequency</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. Q of the circuit</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. All these choices are correct</font></div><div>BR</div>"
